44,40.1834,45.3738,48.8262,24.383,34.2994,33.1055,34.6898,40.6309,41.1079,42.6674
44,42.3449,37.9624,37.9936,34.5197,29.8072,35.4404,42.2472,47.6217,51.8809,41.5832
44,35.8069,36.3219,34.8674,33.109,27.4967,34.0662,42.7852,40.0559,38.0244,34.5792
44,57.7661,67.9658,51.7713,56.5279,80.6103,107.484,133.23,158.699,127.69,103.666
44,43.2705,41.8507,44.811,44.8839,45.7029,40.6897,41.4454,46.4038,53.9963,44.7347
44,32.8634,32.169,33.3907,46.349,49.5751,41.7941,38.2996,32.4139,34.3503,36.8611
44,41.6353,39.888,38.6671,30.4007,32.645,20.2527,23.727,23.7012,31.002,27.1704
44,50.8896,32.7115,29.8111,34.299,32.8312,38.763,43.027,58.7228,56.0847,79.7803
44,57.6951,65.3839,77.572,87.8544,116.48,141.439,141.519,157.018,141.892,93.6535
44,40.904,43.2748,39.9899,30.297,37.3236,44.6878,56.6696,60.0497,68.6952,76.5744
44,42.594,47.8999,38.7426,30.7719,30.0264,32.6175,36.0332,36.6889,41.0457,42.7174
44,44.5358,50.2567,46.3237,48.2357,42.6202,34.3392,35.5813,39.0757,51.8996,54.3847
44,43.8911,40.151,30.0147,21.1351,19.1816,18.8678,19.0331,16.7551,12.3728,12.0412
44,45.1323,36.3405,28.8678,18.6119,24.2971,26.691,31.0546,28.0756,34.5131,34.5157
44,46.2843,56.2026,58.8726,57.5661,74.891,83.6601,99.4734,73.764,82.19,92.769
44,43.3698,38.5916,38.8093,42.616,32.9015,29.8656,32.8503,32.0952,28.4306,26.8155
44,43.3601,54.529,77.8512,73.0774,77.6046,82.5836,85.5564,87.2496,96.9125,93.9286
44,52.3601,41.8941,46.9013,45.7273,49.5732,62.5371,64.7999,57.6573,49.6406,51.7894
44,48.3674,42.9853,37.648,40.7794,58.5785,47.5426,48.0375,43.9898,47.2693,47.9726
44,56.041,62.7504,57.3713,62.933,65.5852,81.8587,103.08,100.179,95.9714,89.3557
